Reading_ID,Date,Shift_ID,Section_Code,Station_Code,Machine_Code,Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Predicted_Failure_Probability,Predicted_Failure
874,20-06-2026,B,CB,CB01,MC-CB01,296.1,305.2,1423,56.6,79.8,0,0
875,20-06-2026,B,CB,CB02,MC-CB02,297.9,309.7,1633,43.8,125.2,0.005,0
876,20-06-2026,B,BP,BP03,MC-BP03,300.6,310.2,1565,27.1,42.2,0,0
877,20-06-2026,B,PS,PS01,MC-PS01,300.6,312.1,1561,36.9,249.8,0.87,1
878,20-06-2026,B,PS,PS02,MC-PS02,297,306.7,1469,40.8,201.2,0,0
879,20-06-2026,B,PS,PS03,MC-PS03,297.8,307.8,1403,33.8,170.8,0,0
880,20-06-2026,B,PS,PS04,MC-PS04,298.1,307.6,1251,35.7,60.6,0,0
881,20-06-2026,B,WB,WB01,MC-WB01,300,309,1295,30.5,104.1,0,0
882,20-06-2026,B,WB,WB03,MC-WB03,297.7,305.9,1515,36.9,33,0,0
883,20-06-2026,B,FA,FA02,MC-FA02,299.4,309.5,1331,46.1,70,0,0
884,20-06-2026,B,FI,FI02,MC-FI02,300.1,309,1501,47.8,136,0.01,0
885,20-06-2026,B,FI,FI03,MC-FI03,297.7,308.1,1376,58.1,123.1,0,0
886,20-06-2026,C,EA,EA01,MC-EA01,296.7,307.6,1278,28.7,196.3,0,0
887,20-06-2026,C,EA,EA02,MC-EA02,296.4,305.9,1543,45.2,121.5,0,0
888,20-06-2026,C,EA,EA03,MC-EA03,301.2,312.5,1576,26.6,204.2,0,0
889,20-06-2026,C,CB,CB01,MC-CB01,298.3,308.8,1477,48.2,2.8,0,0
890,20-06-2026,C,CB,CB02,MC-CB02,296.8,306.4,1389,28.6,204.7,0,0
891,20-06-2026,C,BP,BP03,MC-BP03,298.2,306.9,1413,39.1,180,0,0
892,20-06-2026,C,PS,PS01,MC-PS01,298.6,307.3,1255,47.2,160,0,0
893,20-06-2026,C,PS,PS02,MC-PS02,296.9,306.5,1768,47.6,49.3,0,0
894,20-06-2026,C,PS,PS03,MC-PS03,296.6,306.8,1175,52.4,116.3,0.01,0
895,20-06-2026,C,PS,PS04,MC-PS04,297.2,308.2,1595,40.9,33.1,0,0
896,20-06-2026,C,WB,WB01,MC-WB01,298.7,309,1623,52.5,108.9,0,0
897,20-06-2026,C,WB,WB03,MC-WB03,295.7,306.5,1376,59.3,41.2,0.005,0
898,20-06-2026,C,FA,FA02,MC-FA02,302.1,313.3,1750,27.6,184.2,0,0
899,20-06-2026,C,FI,FI02,MC-FI02,297.4,307,1440,30.5,155.2,0,0
900,20-06-2026,C,FI,FI03,MC-FI03,298.3,309.6,1359,72.9,117.6,0,0
901,21-06-2026,A,EA,EA01,MC-EA01,297,307.6,1666,53.6,139.8,0,0
902,21-06-2026,A,EA,EA02,MC-EA02,297.7,309.5,1480,32.5,118.5,0,0
903,21-06-2026,A,EA,EA03,MC-EA03,294.8,305.4,1330,35.3,110.9,0,0
904,21-06-2026,A,CB,CB01,MC-CB01,296.3,306.8,1443,47.3,195.6,0.02,0
905,21-06-2026,A,CB,CB02,MC-CB02,297.3,308.2,1749,26.8,205.2,0,0
906,21-06-2026,A,BP,BP03,MC-BP03,302.7,312.5,1651,30.6,244.8,0.045,0
907,21-06-2026,A,PS,PS01,MC-PS01,295,304.5,1465,43.7,163.8,0,0
908,21-06-2026,A,PS,PS02,MC-PS02,299,307.9,1311,43.9,146.8,0,0
909,21-06-2026,A,PS,PS03,MC-PS03,297.8,309.5,1529,55.1,89.8,0,0
910,21-06-2026,A,PS,PS04,MC-PS04,301.5,311.2,1687,44.2,68.8,0,0
911,21-06-2026,A,WB,WB01,MC-WB01,299.1,309.1,1860,35.1,157.8,0,0
912,21-06-2026,A,WB,WB03,MC-WB03,296.7,308.1,1696,28.9,152.4,0,0
913,21-06-2026,A,FA,FA02,MC-FA02,296.4,307.3,1512,36.4,6.9,0,0
914,21-06-2026,A,FI,FI02,MC-FI02,297.6,307.5,1593,46.7,12.4,0,0
915,21-06-2026,A,FI,FI03,MC-FI03,294.5,304.3,1667,62,9.9,0,0
916,21-06-2026,B,EA,EA01,MC-EA01,303,314.7,1544,40,218.2,0,0
917,21-06-2026,B,EA,EA02,MC-EA02,296.6,307,1306,33,11.5,0,0
918,21-06-2026,B,EA,EA03,MC-EA03,304,315,1787,45.3,31.9,0,0
919,21-06-2026,B,CB,CB01,MC-CB01,298.3,309.1,1856,42,44.9,0,0
920,21-06-2026,B,CB,CB02,MC-CB02,294.7,305.2,1127,18.5,100.8,0,0
921,21-06-2026,B,BP,BP03,MC-BP03,296.6,306.6,1573,45.9,57.6,0,0
922,21-06-2026,B,PS,PS01,MC-PS01,294.3,303.2,1396,40.1,106,0,0
923,21-06-2026,B,PS,PS02,MC-PS02,297.4,307.5,1471,35.9,204.1,0,0
924,21-06-2026,B,PS,PS03,MC-PS03,299.7,308.3,1366,35.7,166.7,0,0
925,21-06-2026,B,PS,PS04,MC-PS04,297.7,308.3,1747,34.8,72.5,0,0
926,21-06-2026,B,WB,WB01,MC-WB01,300.8,309.8,1530,38.4,113,0,0
927,21-06-2026,B,WB,WB03,MC-WB03,296.6,306.3,1568,46.1,121.7,0,0
928,21-06-2026,B,FA,FA02,MC-FA02,297.4,307,1517,46.3,6,0.005,0
929,21-06-2026,B,FI,FI02,MC-FI02,300.4,310.5,1497,35.6,40.5,0,0
930,21-06-2026,B,FI,FI03,MC-FI03,298.4,309.6,1510,55.9,66.4,0,0
931,21-06-2026,C,EA,EA01,MC-EA01,296.7,306.6,1490,46.1,47.2,0,0
932,21-06-2026,C,EA,EA02,MC-EA02,299.1,308.8,1725,42.5,132.7,0,0
933,21-06-2026,C,EA,EA03,MC-EA03,297,308,1484,29.4,146.3,0,0
934,21-06-2026,C,CB,CB01,MC-CB01,297.5,308.3,1305,45.6,223.8,0.205,0
935,21-06-2026,C,CB,CB02,MC-CB02,298.1,307.5,1401,42.2,65.4,0,0
936,21-06-2026,C,BP,BP03,MC-BP03,296.6,307.6,1773,26.4,53.9,0,0
937,21-06-2026,C,PS,PS01,MC-PS01,297.9,307.9,1653,24.1,239.7,0,0
938,21-06-2026,C,PS,PS02,MC-PS02,300.1,308,1123,45.5,181.8,0,0
939,21-06-2026,C,PS,PS03,MC-PS03,297.6,306.4,1254,49.8,31.3,0.005,0
940,21-06-2026,C,PS,PS04,MC-PS04,299,307.8,1573,28.1,31.4,0,0
941,21-06-2026,C,WB,WB01,MC-WB01,296.2,306.6,1336,48.5,213.9,0.02,0
942,21-06-2026,C,WB,WB03,MC-WB03,295.9,306.9,1984,35.4,70.7,0,0
943,21-06-2026,C,FA,FA02,MC-FA02,296.1,304.7,1637,23.9,148,0,0
944,21-06-2026,C,FI,FI02,MC-FI02,296.5,305.9,1353,39,105.4,0.005,0
945,21-06-2026,C,FI,FI03,MC-FI03,298.1,307.6,1689,51.8,53.4,0,0
946,22-06-2026,A,EA,EA01,MC-EA01,298.7,308.2,1406,41.2,189.7,0,0
947,22-06-2026,A,EA,EA02,MC-EA02,297.9,307.8,1580,36.2,121.7,0,0
948,22-06-2026,A,EA,EA03,MC-EA03,298.7,307.5,1500,43.7,134.1,0,0
949,22-06-2026,A,CB,CB01,MC-CB01,299,311.1,1776,34.6,205.4,0,0
950,22-06-2026,A,CB,CB02,MC-CB02,298.3,308,1434,48.9,65.5,0,0
951,22-06-2026,A,BP,BP03,MC-BP03,297.6,307.4,1396,54.5,222.1,0.305,1
952,22-06-2026,A,PS,PS01,MC-PS01,296.6,306.6,1608,23.4,181.1,0,0
953,22-06-2026,A,PS,PS02,MC-PS02,295.7,306.2,1378,35,231.2,0.015,0
954,22-06-2026,A,PS,PS03,MC-PS03,296.6,306.2,1542,34,52.9,0,0
955,22-06-2026,A,PS,PS04,MC-PS04,297.5,307.5,1531,42.2,30.5,0,0
956,22-06-2026,A,WB,WB01,MC-WB01,299.9,312.3,1576,42.2,33.3,0.01,0
957,22-06-2026,A,WB,WB03,MC-WB03,299.4,310.1,1400,49.4,188.8,0,0
958,22-06-2026,A,FA,FA02,MC-FA02,294.4,305.1,1487,45.9,47.8,0,0
959,22-06-2026,A,FI,FI02,MC-FI02,297.2,305.6,1367,50.7,25.5,0,0
960,22-06-2026,A,FI,FI03,MC-FI03,297,308.4,1689,15.7,32.6,0,0
961,22-06-2026,B,EA,EA01,MC-EA01,297.7,309.7,1416,49,68.7,0,0
962,22-06-2026,B,EA,EA02,MC-EA02,298.9,309.8,1381,52.4,168.4,0,0
963,22-06-2026,B,EA,EA03,MC-EA03,295.3,304.7,1574,38.8,246.5,0.08,0
964,22-06-2026,B,CB,CB01,MC-CB01,294,303.8,1552,6.6,63.3,0,0
965,22-06-2026,B,CB,CB02,MC-CB02,296.7,306.1,1666,16.5,193.1,0,0
966,22-06-2026,B,BP,BP03,MC-BP03,298.1,308.8,1715,37.2,72.4,0,0
967,22-06-2026,B,PS,PS01,MC-PS01,298.3,309.2,1796,33.9,47.9,0,0
968,22-06-2026,B,PS,PS02,MC-PS02,299.6,310.8,1406,20.9,40.5,0,0
969,22-06-2026,B,PS,PS03,MC-PS03,300.4,312.1,1634,46.8,207.3,0.005,0
970,22-06-2026,B,PS,PS04,MC-PS04,298.9,308,1660,29.4,93.7,0,0
971,22-06-2026,B,WB,WB01,MC-WB01,298.6,308.4,1556,18.7,228.5,0.005,0
972,22-06-2026,B,WB,WB03,MC-WB03,295.4,304.9,1330,46.4,121.4,0,0
973,22-06-2026,B,FA,FA02,MC-FA02,301,310.7,1477,37.2,146.5,0,0
974,22-06-2026,B,FI,FI02,MC-FI02,296.2,306.7,1501,31,164.8,0,0
975,22-06-2026,B,FI,FI03,MC-FI03,298.5,308.9,1427,52.7,56.9,0,0
976,22-06-2026,C,EA,EA01,MC-EA01,302.1,310,1148,44.1,40.3,0,0
977,22-06-2026,C,EA,EA02,MC-EA02,294.6,303.2,1265,33.3,17.8,0,0
978,22-06-2026,C,EA,EA03,MC-EA03,297.7,308.5,1487,21.2,12.8,0,0
979,22-06-2026,C,CB,CB01,MC-CB01,299.1,310,1372,53.9,133.6,0,0
980,22-06-2026,C,CB,CB02,MC-CB02,298.1,307.8,1690,40.1,50.4,0,0
981,22-06-2026,C,BP,BP03,MC-BP03,296.8,307.2,1487,57.5,229.4,0.95,1
982,22-06-2026,C,PS,PS01,MC-PS01,295.1,304.7,1515,21.5,116.4,0,0
983,22-06-2026,C,PS,PS02,MC-PS02,301.4,312.2,1499,42.2,154.7,0,0
984,22-06-2026,C,PS,PS03,MC-PS03,300.8,311.3,1419,36.7,53.9,0,0
985,22-06-2026,C,PS,PS04,MC-PS04,297.1,306.2,1596,40.1,159.4,0,0
986,22-06-2026,C,WB,WB01,MC-WB01,297.3,309,1612,35.4,14.2,0,0
987,22-06-2026,C,WB,WB03,MC-WB03,294.1,303.9,1563,48.4,35.4,0,0
988,22-06-2026,C,FA,FA02,MC-FA02,295.4,306.5,1757,33.8,65.8,0,0
989,22-06-2026,C,FI,FI02,MC-FI02,296.9,306.6,1660,18.8,117.3,0,0
990,22-06-2026,C,FI,FI03,MC-FI03,303,311.2,1402,43.5,147.2,0,0
991,23-06-2026,A,EA,EA01,MC-EA01,297.5,308.9,1400,52.1,74.5,0,0
992,23-06-2026,A,EA,EA02,MC-EA02,299.5,308.4,1566,48,30,0,0
993,23-06-2026,A,EA,EA03,MC-EA03,300.7,311.6,1449,47.4,67.1,0,0
994,23-06-2026,A,CB,CB01,MC-CB01,295.5,306.8,1463,46.6,105.1,0,0
995,23-06-2026,A,CB,CB02,MC-CB02,296.4,305.7,1753,32.3,143.8,0,0
996,23-06-2026,A,BP,BP03,MC-BP03,299,307.3,1351,42.2,222.5,0.015,0
997,23-06-2026,A,PS,PS01,MC-PS01,299.1,309,1556,54.8,131.2,0,0
998,23-06-2026,A,PS,PS02,MC-PS02,295,304.6,1551,64.5,219.6,0,0
999,23-06-2026,A,PS,PS03,MC-PS03,296.7,306.2,1480,40.4,132.8,0,0
1000,23-06-2026,A,PS,PS04,MC-PS04,297.9,307.2,1781,25.5,138.3,0,0
1001,23-06-2026,A,WB,WB01,MC-WB01,297.4,307.3,1439,33.1,59.1,0,0
1002,23-06-2026,A,WB,WB03,MC-WB03,301.6,310.3,1362,38.8,0.7,0,0
1003,23-06-2026,A,FA,FA02,MC-FA02,296.6,304.9,1505,34.4,63.4,0,0
1004,23-06-2026,A,FI,FI02,MC-FI02,298,309.2,1495,49.9,147.9,0,0
1005,23-06-2026,A,FI,FI03,MC-FI03,296.8,307,1265,48.1,178.7,0.01,0
1006,23-06-2026,B,EA,EA01,MC-EA01,298.4,307.4,1660,52.6,189.6,0,0
1007,23-06-2026,B,EA,EA02,MC-EA02,299.2,309.5,1374,27.2,19.1,0,0
1008,23-06-2026,B,EA,EA03,MC-EA03,296.1,306.2,1503,30.2,166.5,0,0
1009,23-06-2026,B,CB,CB01,MC-CB01,292,301.3,1297,46.8,99.1,0,0
1010,23-06-2026,B,CB,CB02,MC-CB02,299,308,1652,38.5,159.8,0,0
1011,23-06-2026,B,BP,BP03,MC-BP03,297.3,307.8,1420,50.4,118.4,0,0
1012,23-06-2026,B,PS,PS01,MC-PS01,295.6,304.4,1109,28.3,27.2,0,0
1013,23-06-2026,B,PS,PS02,MC-PS02,297,308.4,1405,32,108.6,0,0
1014,23-06-2026,B,PS,PS03,MC-PS03,298.9,308.5,1449,34.6,28.5,0,0
1015,23-06-2026,B,PS,PS04,MC-PS04,299.3,309.9,1562,33.3,110.7,0,0
1016,23-06-2026,B,WB,WB01,MC-WB01,296.6,308.5,1549,50.2,200.1,0.015,0
1017,23-06-2026,B,WB,WB03,MC-WB03,298.1,309.1,1281,54.5,37.4,0,0
1018,23-06-2026,B,FA,FA02,MC-FA02,298.8,307.8,1624,50.6,229.7,0.345,1
1019,23-06-2026,B,FI,FI02,MC-FI02,298.2,308.1,1671,32.7,173.1,0,0
1020,23-06-2026,B,FI,FI03,MC-FI03,300.3,311.6,1709,25.4,243.9,0.02,0
1021,23-06-2026,C,EA,EA01,MC-EA01,298.3,308.3,1511,63.4,154.4,0,0
1022,23-06-2026,C,EA,EA02,MC-EA02,296.6,308.9,1352,47.1,239.4,1,1
1023,23-06-2026,C,EA,EA03,MC-EA03,299.5,308.6,1617,40.5,206.9,0,0
1024,23-06-2026,C,CB,CB01,MC-CB01,300,309,1652,52.2,234.4,0.79,1
1025,23-06-2026,C,CB,CB02,MC-CB02,295.5,305.3,1194,38.3,237.5,0.005,0
1026,23-06-2026,C,BP,BP03,MC-BP03,297.8,309.9,1596,42.5,163.4,0.015,0
1027,23-06-2026,C,PS,PS01,MC-PS01,298.7,308.2,1662,47.2,92,0,0
1028,23-06-2026,C,PS,PS02,MC-PS02,298.6,310.2,1663,41.9,78.7,0.005,0
1029,23-06-2026,C,PS,PS03,MC-PS03,298,309,1363,46.9,209.2,0,0
1030,23-06-2026,C,PS,PS04,MC-PS04,298.1,309.3,1140,51.2,173.6,0,0
1031,23-06-2026,C,WB,WB01,MC-WB01,301.5,310.9,1144,56.2,36.6,0,0
1032,23-06-2026,C,WB,WB03,MC-WB03,299.2,308.2,1346,25.5,219.5,0,0
1033,23-06-2026,C,FA,FA02,MC-FA02,297.7,308.2,1377,35.6,34.6,0,0
1034,23-06-2026,C,FI,FI02,MC-FI02,301.3,313.1,1486,47.1,161.8,0,0
1035,23-06-2026,C,FI,FI03,MC-FI03,296.7,306.9,1417,55.7,101.1,0.02,0
1036,24-06-2026,A,EA,EA01,MC-EA01,295.3,303.9,1409,52.4,217.1,0,0
1037,24-06-2026,A,EA,EA02,MC-EA02,298.8,308.1,1368,34.7,112.3,0,0
1038,24-06-2026,A,EA,EA03,MC-EA03,294.8,305.8,1261,48.8,59.6,0.01,0
1039,24-06-2026,A,CB,CB01,MC-CB01,295.2,304.2,1577,32.4,219.1,0,0
1040,24-06-2026,A,CB,CB02,MC-CB02,294.7,305.9,1586,34.2,221.3,0.005,0
1041,24-06-2026,A,BP,BP03,MC-BP03,297.9,307.8,1504,42.2,23,0,0
1042,24-06-2026,A,PS,PS01,MC-PS01,293.3,303.8,1758,58.9,158.5,0,0
1043,24-06-2026,A,PS,PS02,MC-PS02,303.2,311.6,1561,43.4,209.9,0,0
1044,24-06-2026,A,PS,PS03,MC-PS03,298.1,307.1,1471,62.3,0.6,0,0
1045,24-06-2026,A,PS,PS04,MC-PS04,300.6,310.9,1596,46.1,159.9,0,0
1046,24-06-2026,A,WB,WB01,MC-WB01,296.2,306.7,1409,58.9,245.7,0.285,0
1047,24-06-2026,A,WB,WB03,MC-WB03,299.5,310.8,1407,22.5,62,0,0
1048,24-06-2026,A,FA,FA02,MC-FA02,298.3,305.8,1884,41.4,4.8,0,0
1049,24-06-2026,A,FI,FI02,MC-FI02,299.7,309.9,1017,30.7,180.6,0,0
1050,24-06-2026,A,FI,FI03,MC-FI03,295,305.4,1456,11.4,75.9,0,0
1051,24-06-2026,B,EA,EA01,MC-EA01,296,306.2,1174,45.8,55.6,0.005,0
1052,24-06-2026,B,EA,EA02,MC-EA02,300.4,311.6,1247,31.3,97.2,0.005,0
1053,24-06-2026,B,EA,EA03,MC-EA03,295.5,304.5,1481,45.6,128.4,0,0
1054,24-06-2026,B,CB,CB01,MC-CB01,299.5,310,1464,28.4,115,0,0
1055,24-06-2026,B,CB,CB02,MC-CB02,296.9,307.3,1357,44.2,72.1,0,0
1056,24-06-2026,B,BP,BP03,MC-BP03,301.8,311.9,1514,51.8,15.3,0,0
1057,24-06-2026,B,PS,PS01,MC-PS01,295.4,304.7,1660,36,101.4,0,0
1058,24-06-2026,B,PS,PS02,MC-PS02,297.4,308.6,1540,40.1,68.8,0.005,0
1059,24-06-2026,B,PS,PS03,MC-PS03,295.9,306.9,1495,54.9,196.2,0,0
1060,24-06-2026,B,PS,PS04,MC-PS04,293.4,303.3,1618,37,2.5,0,0
1061,24-06-2026,B,WB,WB01,MC-WB01,299,308.8,1292,54.1,40.6,0,0
1062,24-06-2026,B,WB,WB03,MC-WB03,297.6,307.3,1469,45.1,102,0,0
1063,24-06-2026,B,FA,FA02,MC-FA02,301,311.3,1600,51.2,0.3,0,0
1064,24-06-2026,B,FI,FI02,MC-FI02,298.6,308.2,1407,69.6,221,0.195,0
1065,24-06-2026,B,FI,FI03,MC-FI03,297.2,306.4,1201,39.6,243.3,0.035,0
1066,24-06-2026,C,EA,EA01,MC-EA01,296.1,306.9,1573,41.8,61.7,0,0
1067,24-06-2026,C,EA,EA02,MC-EA02,300.4,310.4,1764,44.1,36,0,0
1068,24-06-2026,C,EA,EA03,MC-EA03,301,309.3,1404,28.2,65.7,0,0
1069,24-06-2026,C,CB,CB01,MC-CB01,298.2,307.4,1557,22.4,197.9,0,0
1070,24-06-2026,C,CB,CB02,MC-CB02,301.3,310.7,1740,51.9,72.2,0,0
1071,24-06-2026,C,BP,BP03,MC-BP03,297.7,308.3,1385,51.3,7.9,0,0
1072,24-06-2026,C,PS,PS01,MC-PS01,302.9,312.9,1383,38,204.1,0,0
1073,24-06-2026,C,PS,PS02,MC-PS02,297.8,308.1,1485,45.2,150.5,0.005,0
1074,24-06-2026,C,PS,PS03,MC-PS03,299.6,311.1,1670,51.6,9.4,0,0
1075,24-06-2026,C,PS,PS04,MC-PS04,294.4,303.6,1581,29.9,15.8,0,0
1076,24-06-2026,C,WB,WB01,MC-WB01,296.5,306.1,1423,22.6,34.2,0,0
1077,24-06-2026,C,WB,WB03,MC-WB03,295.9,304.9,1536,47.7,167.7,0,0
1078,24-06-2026,C,FA,FA02,MC-FA02,299.3,310.9,1281,59,24.6,0,0
1079,24-06-2026,C,FI,FI02,MC-FI02,297.9,307.3,1538,68.4,92.8,0,0
1080,24-06-2026,C,FI,FI03,MC-FI03,297.6,306.1,1501,37.5,121.5,0,0
1081,25-06-2026,A,EA,EA01,MC-EA01,299.9,309.7,1411,47,10.1,0,0
1082,25-06-2026,A,EA,EA02,MC-EA02,298.2,307.8,1512,62.3,103.5,0,0
1083,25-06-2026,A,EA,EA03,MC-EA03,300.9,309.8,1279,31.3,137.4,0,0
1084,25-06-2026,A,CB,CB01,MC-CB01,297.1,307.4,1302,49,181.7,0,0
1085,25-06-2026,A,CB,CB02,MC-CB02,297.7,309,1505,34.4,113.4,0,0
1086,25-06-2026,A,BP,BP03,MC-BP03,296.1,306.9,1381,25.1,15.7,0,0
1087,25-06-2026,A,PS,PS01,MC-PS01,297.7,306.6,1539,26.1,184.7,0,0
1088,25-06-2026,A,PS,PS02,MC-PS02,293.4,303,1576,24,90.6,0,0
1089,25-06-2026,A,PS,PS03,MC-PS03,298.9,310.8,1443,38.1,178.9,0,0
1090,25-06-2026,A,PS,PS04,MC-PS04,300.6,310.2,1536,53.2,187.7,0,0
1091,25-06-2026,A,WB,WB01,MC-WB01,300.7,310.5,1420,33.4,55.3,0,0
1092,25-06-2026,A,WB,WB03,MC-WB03,297.2,306.4,1316,33.5,24.2,0,0
1093,25-06-2026,A,FA,FA02,MC-FA02,293,303.3,1579,46.7,177.8,0,0
1094,25-06-2026,A,FI,FI02,MC-FI02,302.9,312.2,1674,32,77.2,0,0
1095,25-06-2026,A,FI,FI03,MC-FI03,299.9,309.2,1576,22.5,49.2,0,0
1096,25-06-2026,B,EA,EA01,MC-EA01,294.6,305.2,1297,38.4,138.7,0,0
1097,25-06-2026,B,EA,EA02,MC-EA02,296.5,306,1555,26,178.9,0,0
1098,25-06-2026,B,EA,EA03,MC-EA03,300.8,310.9,1518,22.2,192.3,0,0
1099,25-06-2026,B,CB,CB01,MC-CB01,298.2,308.1,1425,33.2,189.3,0,0
1100,25-06-2026,B,CB,CB02,MC-CB02,299.3,309,1571,37.2,66.5,0,0
1101,25-06-2026,B,BP,BP03,MC-BP03,302,313.1,1527,29.5,60,0,0
1102,25-06-2026,B,PS,PS01,MC-PS01,297.6,306.9,1482,53.2,206.8,0.005,0
1103,25-06-2026,B,PS,PS02,MC-PS02,297.9,308.5,1667,40.8,134.6,0,0
1104,25-06-2026,B,PS,PS03,MC-PS03,296.5,306.4,1314,42,125.4,0,0
1105,25-06-2026,B,PS,PS04,MC-PS04,296.7,309,1665,37.2,11.1,0,0
1106,25-06-2026,B,WB,WB01,MC-WB01,297.5,307.5,1553,28.5,242.4,0,0
1107,25-06-2026,B,WB,WB03,MC-WB03,294.1,306.4,1632,42.9,179.5,0,0
1108,25-06-2026,B,FA,FA02,MC-FA02,297.9,308.3,1517,50.9,93.9,0,0
1109,25-06-2026,B,FI,FI02,MC-FI02,296.6,307.7,1763,46.8,127.3,0,0
1110,25-06-2026,B,FI,FI03,MC-FI03,296.8,305.7,1482,49.8,240.2,0.105,0
1111,25-06-2026,C,EA,EA01,MC-EA01,294.5,304,1605,34.3,18.2,0,0
1112,25-06-2026,C,EA,EA02,MC-EA02,297.5,307.5,1481,43.2,52.7,0,0
1113,25-06-2026,C,EA,EA03,MC-EA03,296.5,306.6,1382,40.8,92.7,0,0
1114,25-06-2026,C,CB,CB01,MC-CB01,297.3,307.4,1611,35.1,63.8,0,0
1115,25-06-2026,C,CB,CB02,MC-CB02,299.5,308.6,1818,30.1,218.9,0,0
1116,25-06-2026,C,BP,BP03,MC-BP03,298.9,306.6,1616,40.8,172.1,0,0
1117,25-06-2026,C,PS,PS01,MC-PS01,302.8,311.2,1701,28.1,204,0,0
1118,25-06-2026,C,PS,PS02,MC-PS02,296.7,308.8,1727,45,163.6,0,0
1119,25-06-2026,C,PS,PS03,MC-PS03,298.9,309.3,1435,40.8,161,0,0
1120,25-06-2026,C,PS,PS04,MC-PS04,296.6,306.6,1637,45.9,209.3,0,0
1121,25-06-2026,C,WB,WB01,MC-WB01,297,308.1,1442,29.5,87.1,0,0
1122,25-06-2026,C,WB,WB03,MC-WB03,295.1,305.2,1631,45.4,227.8,0,0
1123,25-06-2026,C,FA,FA02,MC-FA02,302.3,310.6,1545,24.6,230,0,0
1124,25-06-2026,C,FI,FI02,MC-FI02,299,308,1370,18.1,105.6,0,0
1125,25-06-2026,C,FI,FI03,MC-FI03,297.2,306.1,1543,40.3,54.7,0,0
1126,26-06-2026,A,EA,EA01,MC-EA01,297.1,308.1,1599,24.2,29.6,0,0
1127,26-06-2026,A,EA,EA02,MC-EA02,297.8,309.3,1428,50.4,69.3,0,0
1128,26-06-2026,A,EA,EA03,MC-EA03,296.6,306,1679,37.2,46.7,0,0
1129,26-06-2026,A,CB,CB01,MC-CB01,299.4,310.1,1409,33.7,96.1,0,0
1130,26-06-2026,A,CB,CB02,MC-CB02,295.2,304.7,1508,49.3,97.3,0,0
1131,26-06-2026,A,BP,BP03,MC-BP03,298.2,307.4,1403,44.1,58.5,0,0
1132,26-06-2026,A,PS,PS01,MC-PS01,295.3,307.8,1265,35.6,143.8,0,0
1133,26-06-2026,A,PS,PS02,MC-PS02,297.1,308.1,1431,38.4,169.6,0,0
1134,26-06-2026,A,PS,PS03,MC-PS03,296.7,309,1745,51.6,150.3,0,0
1135,26-06-2026,A,PS,PS04,MC-PS04,296.5,305.6,1266,37,191.8,0,0
1136,26-06-2026,A,WB,WB01,MC-WB01,298.5,308.6,1400,27.9,139.2,0,0
1137,26-06-2026,A,WB,WB03,MC-WB03,296.3,304.7,1753,48.8,192.3,0,0
1138,26-06-2026,A,FA,FA02,MC-FA02,299.5,308.9,1543,16.9,48.2,0,0
1139,26-06-2026,A,FI,FI02,MC-FI02,300.4,310.9,1627,43.6,131.2,0.005,0
1140,26-06-2026,A,FI,FI03,MC-FI03,294.2,303.2,1552,19.8,56.4,0,0
1141,26-06-2026,B,EA,EA01,MC-EA01,295.5,306.3,1449,56.4,168.9,0,0
1142,26-06-2026,B,EA,EA02,MC-EA02,295.3,304.2,1160,42,237.5,0,0
1143,26-06-2026,B,EA,EA03,MC-EA03,294.8,305.5,1601,32.4,158.8,0,0
1144,26-06-2026,B,CB,CB01,MC-CB01,297.1,308.1,1636,43.5,217.9,0,0
1145,26-06-2026,B,CB,CB02,MC-CB02,298.6,309.7,1381,20.2,180.7,0,0
1146,26-06-2026,B,BP,BP03,MC-BP03,296.2,306.8,1571,36.1,92.1,0,0
1147,26-06-2026,B,PS,PS01,MC-PS01,298.7,308.7,1602,33,203.8,0,0
1148,26-06-2026,B,PS,PS02,MC-PS02,297.8,307.7,1393,35.3,54.5,0,0
1149,26-06-2026,B,PS,PS03,MC-PS03,298.3,306.9,1465,53.5,119.8,0,0
1150,26-06-2026,B,PS,PS04,MC-PS04,295.3,306.1,1293,58.8,23.6,0,0
1151,26-06-2026,B,WB,WB01,MC-WB01,298.5,307.1,1528,33.1,172.5,0,0
1152,26-06-2026,B,WB,WB03,MC-WB03,298.3,309.3,1575,28.6,184.3,0,0
1153,26-06-2026,B,FA,FA02,MC-FA02,300.3,309.8,1830,46.3,22.9,0,0
1154,26-06-2026,B,FI,FI02,MC-FI02,300.8,310.3,1492,23.2,159,0,0
1155,26-06-2026,B,FI,FI03,MC-FI03,298.7,308.1,1340,35.8,87,0,0
1156,26-06-2026,C,EA,EA01,MC-EA01,301.2,310.2,1680,54,185.4,0,0
1157,26-06-2026,C,EA,EA02,MC-EA02,296.3,304.9,1300,26.3,123.4,0,0
1158,26-06-2026,C,EA,EA03,MC-EA03,299.8,308.4,1633,29.8,90.5,0,0
1159,26-06-2026,C,CB,CB01,MC-CB01,302.2,312.5,1358,23.8,64.6,0,0
1160,26-06-2026,C,CB,CB02,MC-CB02,299.3,310,1363,51.4,45,0,0
1161,26-06-2026,C,BP,BP03,MC-BP03,298.6,309.3,1367,39.1,17.3,0,0
